,count,values
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.td.content.content.@value,44,"[' Admit', ' Alexander', ' Comments: ', ' Green', ' Healthy', ' Indication : ', ' Khan', ' Kidder', ' Manning', ' Ordered ', ' Rodriguez', ' Seven', ' Site: ', ' Stage', ' to ', '(555) 551-1122', '(555) 555-1002', '(555) 555-1122', ', ', '08:34', '09:00', '1 West-121-A S2V', '1-Jan-0001', '1-Mar-2013', '1-May-2009', '1-May-2013', '1-Nov-2005', '1-Nov-2010', '1-Nov-2011', '10-Jan-2010', '10-Mar-2011', '10-Nov-2011', '10-Sep-2011', '1000 Hospital Way Portland OR 97005', '1002 Healthcare Dr. Portland OR 97005', '10:00', '10:13', '10:32', '11-July-2013', '113345001', '11:00', '12-Mar-2011', '12-Mar-2012', '13-Aug-2012', '13-May-2013', '13:14', '13:32', '14-Nov-2011', '15-Apr-2010', '15-Aug-2010', '15-Aug-2012', '15-Mar-2010', '15:05', '1992', '1:13 AM', '1:14 PM', '1:16 PM', '1:32 AM', '1:32 PM', '2-Oct-2010', '2-Oct-2011', '2-Oct-2012', '20-Sep-2012', '20:46', '24-Jan-2013', '25-Sep-2011', '25-Sep-2012', '28-May-2013', '28-Oct-2011', '29-May-2013', '3-Jan-2007', '30-Jan-2013', '30-Mar-2012', '30-May-2013', '3:03 PM', '4-Jan-2007', '4:16 PM', '5-Oct-2012', '500 on day one, then 250 for 4 days', '6-Aug-2012', '8-Aug-2008', '9-Jan-2009', '9-Oct-2010', 'A two week history of nasal congestion, nasal discharge, facial pain, and intermittent fevers.', 'AZITHROMYCIN, 500MG (Oral Tablet)', 'Active', 'Acute onset shortness of breath with fevers, chills, and cough productive of greenish sputum for the past 2 days', 'Acute pharyngitis', 'Administered', 'Administered on', 'Administered on\n                                                ', 'Admission', 'Admitting Dx added manually', 'Albuterol 0.09 MG/ ACTUAT metered dose', 'Albuterol 0.09 MG/ACTUAT metered dose', 'Albuterol Inhaled 2.5mg/3ml NEB', 'Allergy excluded/not available', 'Allopurinol 200 MG  Oral Tablet', 'Alzheimer disease', 'Angina', 'Anginal pain', 'App adhesion barrier sub', 'Appointment; Khan,Samir', 'Ascriptin Maximum Strength 75 mg-500 mg-75 mg-75 mg oral tablet', 'Aspirin', 'Aspirin *ANALGESICS - NonNarcotic*', 'Aspirin 81 MG Oral Tablet', 'Asthma', 'Asthma, moderate persistent', 'Atorvastatin 40 MG Oral Tablet', 'Avoid grapefruit and grapefruit juice while taking this medication.\nDo not take this drug if you are pregnant.\nIt is very important that you take or use this exactly as directed.  Do not skip doses or discontinue unless directed by your doctor.\nObtain medical advice before taking any non-prescription drugs as some may affect the action of this medication.\nTake with food or milk.\n\n', 'Azithromycin 250 MG Oral Tablet', 'Bacteriuria', 'Bactrim', 'CLARITHROMYCIN, 500MG (Oral Tablet)', 'Cefepime 20 MG/ML', 'Ceftriaxone 2 grams IV', 'Cephalexin 500 MG Oral Tablet', 'Cholelithiasis', 'Cholelithiasis without obstruction', 'Clarithromycin 250 MG Oral Tablet', 'Clarithromycin 500 MG Oral Tablet', 'Clinic One', 'Codeine', 'Codeine Sulfate *ANALGESICS - OPIOID*', 'Community Acquired Pneumonia', 'Community General Hospital', 'Community acquired pneumonia', 'Community acquired pneumonia with mild hypoxemia', 'Completed', 'Confirmed', 'Copy From Visit ID: 1000002159 Health Issue Type: Principal Dx', 'Costal chondritis', 'Costochondritis', 'Current every day smoker. Start: 1992', 'Depression', 'Discharge Disposition: ', 'Discharged to home or self care (routine discharge)', 'Do not drink alcoholic beverages when taking this medication.\nIt is very important that you take or use this exactly as directed.  Do not skip doses or discontinue unless directed by your doctor.\nKeep in refrigerator.  Do not freeze.\n\n', 'Do not drink alcoholic beverages when taking this medication.\nKeep in refrigerator.  Do not freeze.\nObtain medical advice before taking any non-prescription drugs as some may affect the action of this medication.\n\n', 'Encounter Diagnosis:', 'Encounter Diagnosis: ', 'Encounter Reason: ', 'Essential Hypertension', 'Essential hypertension', 'Family Practice Clinic S2V', 'Fever and chills - The fever and chills have been occurring for 2 days. There has been associated cough (green sputum).', 'Flu-like illness', 'Flu-like symptoms', 'Fluoxetine 40 MG Oral Capsule', 'Fully clothed', 'Generic substitution allowed', 'Get Well Clinic', 'Get Well Clinic Portland OR 97005', 'Gout', 'Hospital Admit', 'Hypercholesterolemia', 'Hypertension', 'Hypothroidism', 'Hypoxemia', 'Hypoxia', 'In-patient Admission', 'Inactive', 'Influenza (3 years and up)', 'Influenza A (H1N1) Monoval PF\n                                                Intramuscular Suspension\n                                            ', 'Influenza virus vaccine', 'Influenza, seasonal, injectable, preservative free', 'Inpatient', 'Insulin aspart, human 100', 'Lantus 100 units/mL subcutaneous solution', 'Lantus insulin', 'Left maxillary sinus mass', 'Levothyroxine Sodium 0.05 MG Oral Tablet', 'Lisinopril 10 MG Oral Tablet', 'Local Community Hospital', 'Lower Respiratory Tract Structure', 'METOPROLOL TARTRATE, 25MG (Oral Tablet)', 'METOPROLOL TARTRATE, 50MG (Oral Tablet)', 'MMR', 'Measles, Mumps and Rubella virus vaccine', 'Medication Administered excluded/not available', 'Medication Administration not\n                                                documented\n                                            ', 'Medication excluded/not available', 'Medication taken as needed. ', 'Metformin 850 MG Oral Tablet', 'Metoprolol tartrate 25 MG Oral Tablet', 'Mild fever, Chills, Cough productive of greenish sputum', 'Nasal congestion, nasal discharge, facial pain, and intermittent fevers.', 'Neoplasm of accessory sinus', 'Never smoker', 'No Known Allergies', 'No Known Hospital Discharge Diagnosis', 'No Known Hospital Discharge Medications', 'No Known Medications Administered', 'No Known Social History', 'No impairment', 'Office Visit', 'Offie Visit', 'On', 'On ', 'Onset', 'Onset\n                                                ', 'Oseltamivir 30 MG Oral Capsule', 'Outpatient', 'PROVENTIL HFA, 108 (90 Base)MCG/ACT (Inhalation Aerosol Solution)', 'Patient Position: Sitting; Cuff Location: Left Arm; Cuff Size: Standard', 'Patient is wearing shoes', 'Patient may continue to experience low grade fever and chills', 'Penicillin G Benzathine & Proc *PENICILLINS*', 'Penicillin G Benzathine *PENICILLINS*', 'Penicillin G Potassium SOLR', 'Penicillin G benzathine', 'Pneumococcal (2 years and up)', 'Pneumococcal polysaccharide', 'Pneumonia', 'Prickly heat', 'Proventil 0.09 MG/ACTUAT metered dose', 'Proventil HFA 108 (90 Base)\n                                                MCG/ACT Inhalation Aerosol Solution\n                                            ', 'Proventil HFA CFC free 90 mcg/inh inhalation aerosol', 'Resulted on:', 'Schizophreniform disorder in remission', 'Severity: ', 'Sick Visit', 'Sinusitis', 'Site: Deltoid (Left)', 'Site: Nose and Mouth', 'Smokes 1 pack per day', 'Staggering gait', 'Status:', 'Status: ', 'Td (7 years and up)', 'Tetanus-diphtheria adult', 'Tobacco use', 'Type II Diabetes', 'Type II diabetes mellitus', 'Vision check', 'atorvastatin 40 mg oral tablet', 'codeine', 'fluticasone inhaled', 'influenza, NOS', 'insulin aspart 100 units/mL subcutaneous solution', 'label in English and Spanish', 'metoprolol tartrate 50 MG Oral Tablet', 'oseltamivir 30 mg oral capsule', 'penicillin G benzathine']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.priorityCode.code,4,['CR']
ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.observation.value.originalText.reference.value,4,"['#ID0EBAAAAACBABA', '#ID0EBAAAABCBABA', '#ID0ECAAAAAABABA', '#ID0ECAAAABABABA', '#ID0ECAAAACABABA']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.interpretationCode.displayName,4,"['High', 'Normal', 'abnormal', 'high alert', 'normal']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.participant.participantRole.playingEntity.classCode,4,['MMAT']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.entryRelationship.act.statusCode.code,6,['completed']
ClinicalDocument.author.assignedAuthor.code.codeSystemName,8,"['NUCC', 'Provider Codes']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.informant.assignedEntity.representedOrganization.addr.streetAddressLine.@value,4,"['795 Horsham Road', '99 Sycamore Street', 'Suite 3']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.entryRelationship.procedure.performer.assignedEntity.addr.streetAddressLine.@value,12,"['1002 Healthcare Dr.', '1009 Healthcare Dr.', '1034 Healthcare Dr.', '1044 Healthcare Dr.', 'Community General Hospital', 'Get Well Clinic', 'Local Community Hospital']"
ClinicalDocument.id.assigningAuthorityName,2,['KAREO EHR']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.entryRelationship.act.text.@value,2,['label in spanish']
ClinicalDocument.component.structuredBody.component.section.entry.act.code.displayName,328,"['ALLERGIES, ADVERSE REACTIONS, ALERTS', 'Allergies, adverse reactions, alerts', 'Asthma Management', 'Care plan', 'Caregiver', 'Chest X-Ray', 'Colonic polypectomy', 'Colonoscopy', 'Concern', 'Discharge medication', 'DiseaseProcess', 'Documentation procedure', 'GuidanceAndCounseling', 'HOSPITAL DISCHARGE DIAGNOSIS', 'HealthPromotion', 'Hospital Admission Diagnosis', 'Intranasal oxygen therapy', 'Magnetic resonance angiography, head; with contrast material(s)', 'Nutrition', 'Oxygen Therapy', 'PAYMENT SOURCES', 'Patient Education', 'Patient referral', 'PatientEducation', 'Payment sources', 'Postprocedure Diagnosis', 'Preoperative Diagnosis', 'Provider Instructions for treatment', 'ProviderInstructions', 'SNOMED-CT', 'Self-carePatientEducation', 'Smoking cessation', 'SmokingCessation', 'Stress Management', 'Study', 'Tobacco Cessation Counseling', 'instruction']"
ClinicalDocument.relatedDocument.typeCode,2,['XFRM']
ClinicalDocument.component.structuredBody.component.section.entry.observation.targetSiteCode.codeSystemName,16,"['Body Site', 'SNOMED CT']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.performer.assignedEntity.assignedPerson.name.given.@value,4,"['Henry', 'Robert']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.informant.assignedEntity.representedOrganization.addr.country.@value,2,['US']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.act.code.codeSystem,2,['2.16.840.1.113883.6.96']
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.assignedPerson.name.given.@value,308,"['A', 'Aaron', 'Bruce', 'Christine', 'Data', 'David', 'Depak', 'Dwayne', 'E', 'EV', 'Evan', 'Fname', 'Gary', 'Gastroenterology', 'General', 'George', 'Henry', 'Holly', 'James', 'John', 'K', 'Karen', 'L', 'Lee', 'M', 'Martin', 'Nancy', 'Nicholas', 'Ophthalmology', 'Orthopedic', 'Patricia', 'Penny', 'Pseudo', 'Raymond', 'Robert', 'Samir', 'Stanley', 'T', 'Terry', 'VIEW', 'Wendy']"
ClinicalDocument.component.structuredBody.component.section.text.list.item.table.thead.tr.th.@value,42,"['Dates', 'Details', 'Name']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.subject.administrativeGenderCode.codeSystem,10,['2.16.840.1.113883.5.1']
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.representedOrganization.name.@value,220,"['Community Health and Hospitals', 'Get Well Clinic', 'HL7 Test Laboratory', 'Madison Medical Center P. A.', 'NIST HL7 Test Laboratory']"
ClinicalDocument.authenticator.assignedEntity.telecom.value,254,"['tel:(555)555-1003', 'tel:+1-(555)555-1002', 'tel:+1-(555)555-1004', 'tel:+1-(555)555-1006', 'tel:+1-(555)555-1009', 'tel:+1-(555)555-1034', 'tel:+1-(555)555-1046', 'tel:+1-(555)555-1122', 'tel:+1-5555551009', 'tel:555-555-1002']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.informant.assignedEntity.assignedPerson.name.family.@value,2,"['Getwell', 'Seven']"
ClinicalDocument.authorization.consent.code.codeSystem,6,"['1.3.6.1.4.1.21367.100.1', '2.16.840.1.113883.6.1']"
ClinicalDocument.recordTarget.patientRole.id.root,332,"['1.3.6.1.4.1.16517', '1.3.6.1.4.1.16517.1', '1.3.6.1.4.1.16517.2.2', '1.3.6.1.4.1.22812.11.0.100610', '1.3.6.1.4.1.22812.11.99930.3', '1.3.6.1.4.1.22812.3.99930.3', '1.3.6.1.4.1.22812.3.9999341.3', '1.3.6.1.4.1.22812.4.111.0', '2.100', '2.16.840.1.113883.1.13.99999.1', '2.16.840.1.113883.19', '2.16.840.1.113883.19.5', '2.16.840.1.113883.19.5.99999.2', '2.16.840.1.113883.3.13.300.1.1.2.1', '2.16.840.1.113883.3.140.1.0.6.4', '2.16.840.1.113883.3.3297.1.1.1', '2.16.840.1.113883.3.3388.1.1.1.310936.3', '2.16.840.1.113883.3.441.1.50.300011.51', '2.16.840.1.113883.4.1', '2.16.840.1.113883.4.6']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.effectiveTime.operator,6,['A']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.value.codeSystem,100,['2.16.840.1.113883.6.96']
ClinicalDocument.componentOf.encompassingEncounter.encounterParticipant.assignedEntity.assignedPerson.name.given.@value,8,"['Aaron', 'Dale', 'Fay', 'Henry', 'Nancy']"
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.td.list.item.table.tbody.tr.td.content.ID,14,"['ID0EAAOABA', 'ID0EBAOABA', 'ID0EBARABA', 'ID0EBBOABA', 'ID0EBBRABA', 'ID0EBCPABA', 'ID0EBDPABA', 'ID0ECAOABA', 'ID0ECAPABA', 'ID0ECARABA', 'ID0ECBOABA', 'ID0ECBPABA', 'ID0ECBRABA', 'ID0ECCPABA', 'ID0ECDPABA', 'ID0EDAPABA', 'ID0EDBPABA', 'ID0EEALABA', 'ID0EEANABA', 'ID0EEBLABA', 'ID0EEBNABA', 'ID0EECLABA', 'ID0EECNABA', 'ID0EFALABA', 'ID0EFANABA', 'ID0EFBLABA', 'ID0EFBNABA', 'ID0EFCLABA', 'ID0EFCNABA']"
ClinicalDocument.component.structuredBody.component.section.entry.act.informant.assignedEntity.addr.country.@value,2,['US']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.id.assigningAuthorityName,2,['LCH Fin #']
ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.observation.entryRelationship.observation.entryRelationship.observation.value.codeSystem,2,['1.2.840.10008.2.16.4']
ClinicalDocument.component.structuredBody.component.section.informant.assignedEntity.representedOrganization.telecom.use,194,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.act.effectiveTime.low.nullFlavor,72,"['NI', 'UNK']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.value.translation.code,258,"['04e16cfd-4744-49aa-9578-b55dca12e975', '10509002', '153.9', '174.2', '174.9', '17440005', '185', '195967001', '197.0', '197.7', '233604007', '250.00', '272.0', '280.9', '295.45', '296.30', '296.36', '30128009', '30422', '338.3', '34014006', '346.10', '362.05', '363746003', '365.10', '366.16', '38331', '389087006', '401.9', '410.90', '410.91', '411.89', '413.9', '414.01', '426.9', '427.31', '427.81', '428.9', '434.91', '455.0', '462', '486', '487.1', '492.8', '493.20', '493.90', '493.92', '49436004', '496', '49601007', '500208', '513862', '518.81', '53741008', '550.90', '584.9', '586', '59621000', '599.0', '599.70', '648.80', '651.90', '656.10', '705.1', '717.2', '724.2', '733.6', '76313', '780.2', '781.2', '791.9', '799.02', '844.2', '87580', '88975006', '93641007', '94a6388d-dbf5-4ab7-a50d-90332ce30af1', '95.09', 'C18.9', 'C50', 'C61', 'C78.00', 'C78.7', 'D50.9', 'E11.9', 'E13.33', 'E78.0', 'F20.81', 'F33.3', 'F33.9', 'G89.3', 'H40.11X0', 'I10', 'I20.9', 'I21.3', 'I24', 'I25.1', 'I45.9', 'I48.91', 'I50.9', 'J02', 'J02.9', 'J11.1', 'J18.9', 'J43', 'J44', 'J45', 'J45.40', 'J45.42', 'J45.909', 'J96.0', 'L74.0', 'M54.9', 'M94.0', 'N17.9', 'N39.0', 'O24.4', 'O30', 'O36.0120', 'R00.1', 'R09.02', 'R26.0', 'R31', 'V10.3', 'V22.2', 'V68.01', 'Z02.71', 'Z33.1', 'Z85.3', 'f65f2c3b-2ce7-e111-a03b-005056936627']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.id.root,4,['2a620155-9d11-439e-92b3-5d9815ff4ee8']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.administrationUnitCode.code,52,"['C25158', 'C38276', 'C42887', 'C42927', 'C42944', 'C42945', 'C42946', 'C42960', 'C42986', 'C42998']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.performer.assignedEntity.addr.streetAddressLine.@value,36,"['1002 Healthcare Dr.', '1004 Healthcare Dr.', '1006 Healthcare Drive', '1009 Healthcare Dr.', '1034 Healthcare Dr.', '1044 Healthcare Dr.', '5555 Waverly Way', 'Community General Hospital', 'Get Well Clinic', 'Local Community Hospital']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.value.originalText.reference.value,40,"['#ALLSEV4166631', '#ALLSEV4166637', '#ALLSTAT4166631', '#ALLSTAT4166637', '#AllergyReaction_0', '#AllergyReaction_1', '#AllergyReaction_2', '#ID0EAAAAQABA', '#ID0EAAAATABA', '#ID0EAAABQABA', '#ID0EAABAQABA', '#ID0EAABARABA', '#ID0EAABBQABA', '#ID0EAABBRABA', '#ID0EAABCQABA', '#ID0EABBAQABA', '#ID0EACBAQABA', '#ID0EBAAALACA', '#ID0EBAAAMACA', '#ID0EBAAARACA', '#ID0EBAAASACA', '#ID0EBAABMACA', '#ID0EBAABNACA', '#ID0EBAABPACA', '#ID0EBABAMACA', '#ID0EBACAKACA', '#ID0EBACAMACA', '#ID0EBACANACA', '#ID0EBACARACA', '#ID0EBACBKACA', '#ID0EBACBLACA', '#ID0EBACBMACA', '#ID0EBACBRACA', '#ID0EBACBSACA', '#ID0EBACCMACA', '#ID0EBACCNACA', '#ID0EBACCPACA', '#ID0EBADAPACA', '#ID0EBADBMACA', '#PROBST5850509', '#PROBST5850513', '#PROBST5850517', '#REACTION4166633', '#REACTION4166639']"
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.td.list.item.table.tbody.tr.td.content.content.@value,14,"['0', '1', '120', '14', '2', '30', '5']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.performer.assignedEntity.assignedPerson.name.prefix.@value,26,['Dr']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.code.codeSystemName,264,"['ActCode', 'ActEncounterCode', 'CPT', 'ICD-10-CM', 'ICD-9-CM', 'SNOMED', 'SNOMED-CT']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.participant.participantRole.templateId.root,4,['2.16.840.1.113883.10.20.22.4.24']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.addr.streetAddressLine.nullFlavor,30,['UNK']
ClinicalDocument.recordTarget.patientRole.patient.name.given.@value,332,"['5', '6', 'A', 'Adam', 'Alexander', 'Alicia', 'Allen', 'Alvin', 'Andrea', 'Andy', 'Ann', 'Anne', 'Another', 'Antonio', 'Arnold', 'Benjamin', 'Bernice', 'Bessie', 'Betty', 'Bobby', 'Brad', 'Brent', 'Bruce', 'CCDA', 'Carla', 'Carole', 'Carrie', 'Catherine', 'Cecil', 'Chad', 'Charles', 'Chris', 'Clarence', 'Clinton', 'Corey', 'Crystal', 'Data', 'Dawn', 'Dee', 'Dolores', 'Donald', 'Donna', 'Doris', 'Dustin', 'E', 'Emily', 'Emma', 'Erin', 'Ethel', 'Eve', 'Everett', 'FIVETEST', 'FOURTEST', 'Felix', 'Frances', 'Frankie', 'George', 'Glenn', 'Gwendolyn', 'Hector', 'Hilda', 'Isa', 'Isabella', 'Jackie', 'Jacob', 'James', 'Jared', 'Jeffery', 'Jesse', 'Joe', 'John', 'Johnnie', 'Jon', 'Julia', 'Julie', 'Kari', 'Karl', 'Ken', 'Lary', 'Laurie', 'Lee', 'Leslie', 'Lillie', 'Lloyd', 'Lucille', 'MILLER', 'Maria', 'Marion', 'Mary', 'Max', 'Miguel', 'Milton', 'Mitchell', 'Myra', 'Neil', 'Nelson', 'Nikolai', 'Norma', 'ONEA', 'ONETEST', 'Penny', 'Phillip', 'Ray', 'Roberta', 'Roger', 'Ron', 'Ronnie', 'Ruth', 'Samantha', 'Sarah', 'Sergio', 'Sharon', 'Shelly', 'Skip', 'Steve', 'THREETEST', 'TOC', 'TWOTEST', 'Teresa', 'Terrence', 'Terry', 'Theodore', 'Three', 'Timmy', 'Todd', 'Valerie', 'Vera', 'Veronica', 'Victoria', 'Warren', 'Wendy', 'Wilma']"
ClinicalDocument.componentOf.encompassingEncounter.encounterParticipant.assignedEntity.addr.city.@value,2,['Portland']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.informant.assignedEntity.assignedPerson.name.nullFlavor,2,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.participant.participantRole.playingEntity.name.@value,50,"['1 West-121-A S2V', 'Clinic One', 'Community General Hospital', 'Community Health and Hospitals', 'Family Practice Clinic S2V', 'Get Well Clinic', 'Good Health Clinic', 'Local Community Hospital', 'Local Community Hospital Organization', 'Office - Madison Medical Center, P.A.']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.author.assignedAuthor.assignedPerson.name.family.@value,4,"['Manning', 'Seven']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.effectiveTime.value,32,"['200003231430', '20110203', '20110312000000', '20120330', '20120330000000', '20120806', '20120806000000', '20120813', '20120813000000', '20120815000000', '20120922000000', '20120925', '20120925000000', '20130116', '20130121', '20130121000000', '20130122', '20130122000000', '20130124000000', '20130128', '20130128000000', '20130129', '20130204000000', '20130205000000', '20130212000000', '20130320000000', '20130402']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.addr.postalCode.@value,182,"['20009', '30091', '30117', '95653', '97005', '97005-    ', '97005-0000']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.author.assignedAuthor.telecom.value,16,"['tel:+1-(555)123-4567', 'tel:+1-(555)555-1002', 'tel:+1-(555)555-1006', 'tel:+1-(555)555-1009', 'tel:+1-(555)555-1034', 'tel:+1-(555)555-1046']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.author.assignedAuthor.addr.postalCode.@value,4,"['27511', '97005']"
ClinicalDocument.component.structuredBody.component.section.entry.act.participant.participantRole.templateId.root,8,['2.16.840.1.113883.10.20.22.4.32']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.author.assignedAuthor.id.extension,2,['1569874562']
ClinicalDocument.informationRecipient.intendedRecipient.telecom.use,4,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.code.code,26,['IMMUNIZ']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.representedOrganization.addr.streetAddressLine.nullFlavor,2,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.informant.assignedEntity.addr.city.@value,2,['Gainesville']
